,datetime,open,high,low,close,volume,oi,vwap,best_bid,best_offer
0,2020-12-18 09:15:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
1,2020-12-18 09:16:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
2,2020-12-18 09:17:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
3,2020-12-18 09:18:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
4,2020-12-18 09:19:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
5,2020-12-18 09:20:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
6,2020-12-18 09:21:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
7,2020-12-18 09:22:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
8,2020-12-18 09:23:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
9,2020-12-18 09:24:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
10,2020-12-18 09:25:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
11,2020-12-18 09:26:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
12,2020-12-18 09:27:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
13,2020-12-18 09:28:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
14,2020-12-18 09:29:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
15,2020-12-18 09:30:00,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0
16,2020-12-18 09:31:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
17,2020-12-18 09:32:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
18,2020-12-18 09:33:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
19,2020-12-18 09:34:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
20,2020-12-18 09:35:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
21,2020-12-18 09:36:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
22,2020-12-18 09:37:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
23,2020-12-18 09:38:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
24,2020-12-18 09:39:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
25,2020-12-18 09:40:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
26,2020-12-18 09:41:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
27,2020-12-18 09:42:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
28,2020-12-18 09:43:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
29,2020-12-18 09:44:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
30,2020-12-18 09:45:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
31,2020-12-18 09:46:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
32,2020-12-18 09:47:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
33,2020-12-18 09:48:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
34,2020-12-18 09:49:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
35,2020-12-18 09:50:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
36,2020-12-18 09:51:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
37,2020-12-18 09:52:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
38,2020-12-18 09:53:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
39,2020-12-18 09:54:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
40,2020-12-18 09:55:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
41,2020-12-18 09:56:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
42,2020-12-18 09:57:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
43,2020-12-18 09:58:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
44,2020-12-18 09:59:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
45,2020-12-18 10:00:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
46,2020-12-18 10:01:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
47,2020-12-18 10:02:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
48,2020-12-18 10:03:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
49,2020-12-18 10:04:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
50,2020-12-18 10:05:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
51,2020-12-18 10:06:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
52,2020-12-18 10:07:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
53,2020-12-18 10:08:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
54,2020-12-18 10:09:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
55,2020-12-18 10:10:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
56,2020-12-18 10:11:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
57,2020-12-18 10:12:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
58,2020-12-18 10:13:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
59,2020-12-18 10:14:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
60,2020-12-18 10:15:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
61,2020-12-18 10:16:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
62,2020-12-18 10:17:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
63,2020-12-18 10:18:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
64,2020-12-18 10:19:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
65,2020-12-18 10:20:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
66,2020-12-18 10:21:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
67,2020-12-18 10:22:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
68,2020-12-18 10:23:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
69,2020-12-18 10:24:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
70,2020-12-18 10:25:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
71,2020-12-18 10:26:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
72,2020-12-18 10:27:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
73,2020-12-18 10:28:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
74,2020-12-18 10:29:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
75,2020-12-18 10:30:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
76,2020-12-18 10:31:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
77,2020-12-18 10:32:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
78,2020-12-18 10:33:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
79,2020-12-18 10:34:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
80,2020-12-18 10:35:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
81,2020-12-18 10:36:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
82,2020-12-18 10:37:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
83,2020-12-18 10:38:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
84,2020-12-18 10:39:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
85,2020-12-18 10:40:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
86,2020-12-18 10:41:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
87,2020-12-18 10:42:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
88,2020-12-18 10:43:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
89,2020-12-18 10:44:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
90,2020-12-18 10:45:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
91,2020-12-18 10:46:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
92,2020-12-18 10:47:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
93,2020-12-18 10:48:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
94,2020-12-18 10:49:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
95,2020-12-18 10:50:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
96,2020-12-18 10:51:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
97,2020-12-18 10:52:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
98,2020-12-18 10:53:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
99,2020-12-18 10:54:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
100,2020-12-18 10:55:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
101,2020-12-18 10:56:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
102,2020-12-18 10:57:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
103,2020-12-18 10:58:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
104,2020-12-18 10:59:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
105,2020-12-18 11:00:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
106,2020-12-18 11:01:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
107,2020-12-18 11:02:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
108,2020-12-18 11:03:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
109,2020-12-18 11:04:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
110,2020-12-18 11:05:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
111,2020-12-18 11:06:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
112,2020-12-18 11:07:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
113,2020-12-18 11:08:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
114,2020-12-18 11:09:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
115,2020-12-18 11:10:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
116,2020-12-18 11:11:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
117,2020-12-18 11:12:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
118,2020-12-18 11:13:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
119,2020-12-18 11:14:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
120,2020-12-18 11:15:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
121,2020-12-18 11:16:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
122,2020-12-18 11:17:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
123,2020-12-18 11:18:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
124,2020-12-18 11:19:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
125,2020-12-18 11:20:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
126,2020-12-18 11:21:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
127,2020-12-18 11:22:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
128,2020-12-18 11:23:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
129,2020-12-18 11:24:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
130,2020-12-18 11:25:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
131,2020-12-18 11:26:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
132,2020-12-18 11:27:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
133,2020-12-18 11:28:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
134,2020-12-18 11:29:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
135,2020-12-18 11:30:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
136,2020-12-18 11:31:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
137,2020-12-18 11:32:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
138,2020-12-18 11:33:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
139,2020-12-18 11:34:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
140,2020-12-18 11:35:00,105.95,105.95,105.95,105.95,25,0,105.95,0.0,0.0
