,date,open,high,low,close,volume,oi
0,2022-05-13 15:29:00+05:30,196.15,196.15,196.15,196.15,0,0
1,2022-05-16 13:16:00+05:30,173.95,173.95,173.95,173.95,0,50
2,2022-05-16 13:17:00+05:30,173.95,173.95,173.95,173.95,0,50
3,2022-05-16 13:18:00+05:30,173.95,173.95,173.95,173.95,0,50
4,2022-05-16 13:19:00+05:30,173.95,173.95,173.95,173.95,0,50
5,2022-05-16 13:20:00+05:30,173.95,173.95,173.95,173.95,0,50
6,2022-05-16 13:21:00+05:30,173.95,173.95,173.95,173.95,0,50
7,2022-05-16 13:22:00+05:30,173.95,173.95,173.95,173.95,0,50
8,2022-05-16 13:23:00+05:30,173.95,173.95,173.95,173.95,0,50
9,2022-05-16 13:24:00+05:30,173.95,173.95,173.95,173.95,0,50
10,2022-05-16 13:25:00+05:30,173.95,173.95,173.95,173.95,0,50
11,2022-05-16 13:26:00+05:30,173.95,173.95,173.95,173.95,0,50
12,2022-05-16 13:27:00+05:30,173.95,173.95,173.95,173.95,0,50
13,2022-05-16 13:28:00+05:30,173.95,173.95,173.95,173.95,0,50
14,2022-05-16 13:29:00+05:30,173.95,173.95,173.95,173.95,0,50
15,2022-05-16 13:30:00+05:30,173.95,173.95,173.95,173.95,0,50
16,2022-05-16 13:31:00+05:30,173.95,173.95,173.95,173.95,0,50
17,2022-05-16 13:32:00+05:30,173.95,173.95,173.95,173.95,0,50
18,2022-05-16 13:33:00+05:30,173.95,173.95,173.95,173.95,0,50
19,2022-05-16 13:34:00+05:30,173.95,173.95,173.95,173.95,0,50
20,2022-05-16 13:35:00+05:30,173.95,173.95,173.95,173.95,0,50
21,2022-05-16 13:36:00+05:30,173.95,173.95,173.95,173.95,0,50
22,2022-05-16 13:37:00+05:30,173.95,173.95,173.95,173.95,0,50
23,2022-05-16 13:38:00+05:30,173.95,173.95,173.95,173.95,0,50
24,2022-05-16 13:39:00+05:30,173.95,173.95,173.95,173.95,0,50
25,2022-05-16 13:40:00+05:30,173.95,173.95,173.95,173.95,0,50
26,2022-05-16 13:41:00+05:30,173.95,173.95,173.95,173.95,0,50
27,2022-05-16 13:42:00+05:30,173.95,173.95,173.95,173.95,0,50
28,2022-05-16 13:43:00+05:30,173.95,173.95,173.95,173.95,0,50
29,2022-05-16 13:44:00+05:30,173.95,173.95,173.95,173.95,0,50
30,2022-05-16 13:45:00+05:30,173.95,173.95,173.95,173.95,0,50
31,2022-05-16 13:46:00+05:30,173.95,173.95,173.95,173.95,0,50
32,2022-05-16 13:47:00+05:30,173.95,173.95,173.95,173.95,0,50
33,2022-05-16 13:48:00+05:30,173.95,173.95,173.95,173.95,0,50
34,2022-05-16 13:49:00+05:30,173.95,173.95,173.95,173.95,0,50
35,2022-05-16 13:50:00+05:30,173.95,173.95,173.95,173.95,0,50
36,2022-05-16 13:51:00+05:30,173.95,173.95,173.95,173.95,0,50
37,2022-05-16 13:52:00+05:30,173.95,173.95,173.95,173.95,0,50
38,2022-05-16 13:53:00+05:30,173.95,173.95,173.95,173.95,0,50
39,2022-05-16 13:54:00+05:30,173.95,173.95,173.95,173.95,0,50
40,2022-05-16 13:55:00+05:30,173.95,173.95,173.95,173.95,0,50
41,2022-05-16 13:56:00+05:30,173.95,173.95,173.95,173.95,0,50
42,2022-05-16 13:57:00+05:30,173.95,173.95,173.95,173.95,0,50
43,2022-05-16 13:58:00+05:30,173.95,173.95,173.95,173.95,0,50
44,2022-05-16 13:59:00+05:30,173.95,173.95,173.95,173.95,0,50
45,2022-05-16 14:00:00+05:30,173.95,173.95,173.95,173.95,0,50
46,2022-05-16 14:01:00+05:30,173.95,173.95,173.95,173.95,0,50
47,2022-05-16 14:02:00+05:30,173.95,173.95,173.95,173.95,0,50
48,2022-05-16 14:03:00+05:30,173.95,173.95,173.95,173.95,0,50
49,2022-05-16 14:04:00+05:30,173.95,173.95,173.95,173.95,0,50
50,2022-05-16 14:05:00+05:30,173.95,173.95,173.95,173.95,0,50
51,2022-05-16 14:06:00+05:30,173.95,173.95,173.95,173.95,0,50
52,2022-05-16 14:07:00+05:30,173.95,173.95,173.95,173.95,0,50
53,2022-05-16 14:08:00+05:30,173.95,173.95,173.95,173.95,0,50
54,2022-05-16 14:09:00+05:30,173.95,173.95,173.95,173.95,0,50
55,2022-05-16 14:10:00+05:30,173.95,173.95,173.95,173.95,0,50
56,2022-05-16 14:11:00+05:30,173.95,173.95,173.95,173.95,0,50
57,2022-05-16 14:12:00+05:30,173.95,173.95,173.95,173.95,0,50
58,2022-05-16 14:13:00+05:30,173.95,173.95,173.95,173.95,0,50
59,2022-05-16 14:14:00+05:30,173.95,173.95,173.95,173.95,0,50
60,2022-05-16 14:15:00+05:30,173.95,173.95,173.95,173.95,0,50
61,2022-05-16 14:16:00+05:30,173.95,173.95,173.95,173.95,0,50
62,2022-05-16 14:17:00+05:30,173.95,173.95,173.95,173.95,0,50
63,2022-05-16 14:18:00+05:30,173.95,173.95,173.95,173.95,0,50
64,2022-05-16 14:19:00+05:30,173.95,173.95,173.95,173.95,0,50
65,2022-05-16 14:20:00+05:30,173.95,173.95,173.95,173.95,0,50
66,2022-05-16 14:21:00+05:30,173.95,173.95,173.95,173.95,0,50
67,2022-05-16 14:22:00+05:30,173.95,173.95,173.95,173.95,0,50
68,2022-05-16 14:23:00+05:30,173.95,173.95,173.95,173.95,0,50
69,2022-05-16 14:24:00+05:30,173.95,173.95,173.95,173.95,0,50
70,2022-05-16 14:25:00+05:30,173.95,173.95,173.95,173.95,0,50
71,2022-05-16 14:26:00+05:30,173.95,173.95,173.95,173.95,0,50
72,2022-05-16 14:27:00+05:30,173.95,173.95,173.95,173.95,0,50
73,2022-05-16 14:28:00+05:30,173.95,173.95,173.95,173.95,0,50
74,2022-05-16 14:29:00+05:30,173.95,173.95,173.95,173.95,0,50
75,2022-05-16 14:30:00+05:30,173.95,173.95,173.95,173.95,0,50
76,2022-05-16 14:31:00+05:30,173.95,173.95,173.95,173.95,0,50
77,2022-05-16 14:32:00+05:30,173.95,173.95,173.95,173.95,0,50
78,2022-05-16 14:33:00+05:30,173.95,173.95,173.95,173.95,0,50
79,2022-05-16 14:34:00+05:30,173.95,173.95,173.95,173.95,0,50
80,2022-05-16 14:35:00+05:30,173.95,173.95,173.95,173.95,0,50
81,2022-05-16 14:36:00+05:30,173.95,173.95,173.95,173.95,0,50
82,2022-05-16 14:37:00+05:30,173.95,173.95,173.95,173.95,0,50
83,2022-05-16 14:38:00+05:30,173.95,173.95,173.95,173.95,0,50
84,2022-05-16 14:39:00+05:30,173.95,173.95,173.95,173.95,0,50
85,2022-05-16 14:40:00+05:30,173.95,173.95,173.95,173.95,0,50
86,2022-05-16 14:41:00+05:30,173.95,173.95,173.95,173.95,0,50
87,2022-05-16 14:42:00+05:30,173.95,173.95,173.95,173.95,0,50
88,2022-05-16 14:43:00+05:30,173.95,173.95,173.95,173.95,0,50
89,2022-05-16 14:44:00+05:30,173.95,173.95,173.95,173.95,0,50
90,2022-05-16 14:45:00+05:30,173.95,173.95,173.95,173.95,0,50
91,2022-05-16 14:46:00+05:30,173.95,173.95,173.95,173.95,0,50
92,2022-05-16 14:47:00+05:30,173.95,173.95,173.95,173.95,0,50
93,2022-05-16 14:48:00+05:30,173.95,173.95,173.95,173.95,0,50
